qID,dataset,video,_video_key,_source,timestamp_start,question,answer,answer_format,_subtmpl,_bin,fold
heico__1343538,heico,0012 - Heico - Rektum - 3.avi,heico/0012 - Heico - Rektum - 3.avi,train_92,02:23:10,How many different foreign object classes appear in this frame? Please provide a number.,3,number,n_classes,3,1.0
heico__1346419,heico,0012 - Heico - Rektum - 3.avi,heico/0012 - Heico - Rektum - 3.avi,train_92,02:23:03,How many Specimens appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,1.0
heico__1345550,heico,0012 - Heico - Rektum - 3.avi,heico/0012 - Heico - Rektum - 3.avi,train_92,03:02:47,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,1.0
heico__1345290,heico,0012 - Heico - Rektum - 3.avi,heico/0012 - Heico - Rektum - 3.avi,train_92,00:40:57,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,1.0
heico__1345298,heico,0012 - Heico - Rektum - 3.avi,heico/0012 - Heico - Rektum - 3.avi,train_92,00:41:10,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,1.0
heico__1461347,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:10:43,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__1461353,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:10:49,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,4.0
heico__1461432,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:12:16,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,4.0
heico__1461363,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:11:07,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,4.0
heico__1461577,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:40:00,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,4.0
heico__1461370,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,01:50:51,How many different foreign object instances appear in this frame? Please provide a number.,6,number,n_instances_total,6,4.0
heico__1461913,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:11:57,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__1461886,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:26:04,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,4.0
heico__1464099,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:13:19,How many Clips appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__1464086,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:12:56,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__1464067,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:12:37,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,4.0
heico__1464010,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:11:40,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,4.0
heico__1464451,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:40:11,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,4.0
heico__1461792,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:21:57,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__1461651,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:17:51,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,4.0
heico__1461457,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:25:43,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,4.0
heico__1461412,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:37:31,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,4.0
heico__1461477,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,01:50:50,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,4.0
heico__1462050,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:15:26,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__1461974,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:38:52,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,4.0
heico__1463723,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:28:22,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__1464224,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:16:40,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__1464213,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:16:22,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,4.0
heico__1464022,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:39:43,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,4.0
heico__1464411,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,01:50:51,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,4.0
heico__1461503,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:35:50,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__1461589,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:42:58,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,4.0
heico__1461538,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:41:26,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,4.0
heico__1461405,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:11:49,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,4.0
heico__1461416,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,02:23:55,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,4.0
heico__1461907,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:36:47,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__1462263,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:54:07,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,4.0
heico__1463794,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:40:13,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__1464456,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:41:24,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__1464302,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:39:30,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,4.0
heico__1463996,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,01:50:52,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,4.0
heico__1464034,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,02:23:56,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,4.0
heico__1461560,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:56:15,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__1461706,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:46:38,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,4.0
heico__1461558,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:54:07,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,4.0
heico__1461827,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:39:25,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,4.0
heico__1461817,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:39:44,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,4.0
heico__1462268,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:52:31,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__1461869,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,01:50:52,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,4.0
heico__1463432,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:54:13,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__1464197,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:53:54,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__1464039,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,01:04:41,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,4.0
heico__1464393,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,02:23:57,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,4.0
heico__1464003,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:40:12,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,4.0
heico__1461583,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,01:02:06,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__1461648,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,01:04:51,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,4.0
heico__1461600,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,01:50:46,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,4.0
heico__1461394,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:11:38,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,4,4.0
heico__1461628,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:40:02,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,5,4.0
heico__1462000,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,01:02:03,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,1,4.0
heico__1462224,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:25:56,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,2,4.0
heico__1463795,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,01:01:18,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,1,4.0
heico__1464210,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,01:03:49,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,2,4.0
heico__1464301,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,01:50:47,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,3,4.0
heico__1463994,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:11:24,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,4,4.0
heico__1464364,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,02:23:48,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,5,4.0
heico__1461475,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,01:18:42,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,1,4.0
heico__1461436,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,01:47:32,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,2,4.0
heico__1461510,heico,0013 - Heico - Rektum - 4.avi,heico/0013 - Heico - Rektum - 4.avi,train_92,00:14:21,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,3,4.0
