qID,dataset,video,_video_key,timestamp_start,question,answer,answer_format,_subtmpl,_nclasses
heico__2586634,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:27,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,fo_class,,1.0
heico__2595415,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:23:16,Where is the center of the External drain located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,bottom/right,multiple_choice,,
heico__2595414,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:20:20,Where is the center of the External drain located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/left,multiple_choice,,
heico__2595413,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:20:03,Where is the center of the External drain located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/right,multiple_choice,,
heico__2681967,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:23:34,In which abdominal quadrant is the sponge located before being not visible for more than 1 minute? Please provide an abdominal quadrant.,Lower left abdominal quadrant.,open_ended,,
heico__2681965,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:22:20,Which structure is the sponge in contact with before becoming not visible for over 1 minute? Please provide an anatomical structure.,Descending colon.,open_ended,,
heico__2536885,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:14:12,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,
heico__2537108,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:50,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,
heico__2536988,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:42:01,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,
heico__2536973,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:32,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,
heico__2537086,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:07,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,
heico__2537351,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:13:37,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,
heico__2537806,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:42:00,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,
heico__2538846,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:13:32,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,
heico__2540101,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:42:16,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,
heico__2540077,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:32,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,
heico__2540183,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:15,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,
heico__2540172,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:04,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,
heico__2547370,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:13:34,Do Needles and Sponges co-occur in this frame? Please answer with yes or no.,no,binary,,
heico__2547933,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:42:10,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes,binary,,
heico__2563206,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:54,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,binary,,
heico__2563205,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:51,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,binary,,
heico__2511958,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:40,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0
heico__2524907,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:48:47,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,fo_class,,1.0
heico__2524835,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:22:50,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,fo_class,,1.0
heico__2525039,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:12:17,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,fo_class,,1.0
heico__2525193,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:28:35,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,fo_class,,1.0
heico__2528826,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:48:51,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,fo_class,,1.0
heico__2528872,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:45,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",fo_class,,2.0
heico__2529080,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:23:18,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,fo_class,,1.0
heico__2529234,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:11:19,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,fo_class,,1.0
heico__2528864,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:15:07,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Sponge,fo_class,,1.0
heico__2569401,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:47,What class is the foreign object located in the top/right relative to the image center? Please provide a class name.,Clip,fo_class,,1.0
heico__2569554,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:23:16,What class is the foreign object located in the bottom/right relative to the image center? Please provide a class name.,External drain,fo_class,,1.0
heico__2569389,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:11:34,What class is the foreign object located in the top/left relative to the image center? Please provide a class name.,Needle,fo_class,,1.0
heico__2569437,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:17:21,What class is the foreign object located in the bottom/left relative to the image center? Please provide a class name.,Sponge,fo_class,,1.0
heico__2681473,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:23:00,Which foreign object class is partially occluded by an instrument in this frame? Please provide the class name(s) or answer 'none'.,External Drain.,open_ended,,
heico__2681464,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:41:26,Which foreign object is partially occluded by an instrument in this frame? Please provide the class name(s) or answer 'none'.,Sponge.,open_ended,,
heico__2561999,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:21:35,"At timepoint 00:21:35 please provide all relative central positions of foreign objects present in the frame. Please provide the answer in the following format: “number. object type: quadrant”, where number represents an enumeration starting with 1, object type is the type of the foreign object and quadrant is one of the following options: top/left, top/right, bottom/left, bottom/right. Respond “none” in case there are no foreign objects present at timepoint 00:21:35. For example: 1. Sponge: top/left 2. Sponge: top/right 3. Needle: bottom/left",1. Sponge: bottom/right,open_ended,,
heico__2586631,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:51:08,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Clip,fo_class,,1.0
heico__2586636,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:59:29,Which of the visible foreign objects has its centre closest to the centre of the image? Please provide a class name.,Sponge,fo_class,,1.0
heico__2595416,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,02:24:38,Where is the center of the External drain located relative to the image center in this frame? Please select one answer: top/left; top/right; bottom/left; bottom/right,top/left,multiple_choice,,
heico__2681968,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:32:49,In which abdominal quadrant is the sponge located before being not visible for >1 min? Please provide an abdominal quadrant.,Lower right abdominal quadrant.,open_ended,,
heico__2681971,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:48:05,What structure is the sponge in contact with before disappearing for >1 min in the video? Please provide an anatomical structure.,Rectal stump.,open_ended,,
heico__2537125,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:21:46,How many different foreign object instances appear in this frame? Please provide a number.,1,number,n_instances_total,
heico__2536878,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:36,How many different foreign object instances appear in this frame? Please provide a number.,2,number,n_instances_total,
heico__2537268,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:51,How many different foreign object instances appear in this frame? Please provide a number.,3,number,n_instances_total,
heico__2536969,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:14,How many different foreign object instances appear in this frame? Please provide a number.,4,number,n_instances_total,
heico__2537251,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:20,How many different foreign object instances appear in this frame? Please provide a number.,5,number,n_instances_total,
heico__2537646,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:22:16,How many different foreign object classes appear in this frame? Please provide a number.,1,number,n_classes,
heico__2537371,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:39,How many different foreign object classes appear in this frame? Please provide a number.,2,number,n_classes,
heico__2539222,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:28:11,How many Sponges appear in this frame? Please provide a number.,1,number,n_instances_per_class,
heico__2540120,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:37,How many Clips appear in this frame? Please provide a number.,2,number,n_instances_per_class,
heico__2540214,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:51,How many Clips appear in this frame? Please provide a number.,3,number,n_instances_per_class,
heico__2540190,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:22,How many Clips appear in this frame? Please provide a number.,4,number,n_instances_per_class,
heico__2540209,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,01:49:46,How many Clips appear in this frame? Please provide a number.,5,number,n_instances_per_class,
heico__2548119,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:20:03,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,no,binary,,
heico__2547905,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:51:01,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes,binary,,
heico__2563248,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:42,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,binary,,
heico__2563241,heico,0027 - Heico - Sigma - 8.avi,heico/0027 - Heico - Sigma - 8.avi,00:50:35,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,binary,,
