split,dataset,id,primary_capability,answer_format,disposition,rule,question_changed,answer_changed,question,answer,flipped_question,flipped_answer
test,heico,2540077,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,3,How many Clips appear in this frame? Please provide a number.,3
test,heico,2540183,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,4,How many Clips appear in this frame? Please provide a number.,4
test,heico,2540172,3a,number,invariant,non_spatial,False,False,How many Clips appear in this frame? Please provide a number.,5,How many Clips appear in this frame? Please provide a number.,5
test,heico,2547370,3a,binary,invariant,non_spatial,False,False,Do Needles and Sponges co-occur in this frame? Please answer with yes or no.,no,Do Needles and Sponges co-occur in this frame? Please answer with yes or no.,no
test,heico,2547933,3a,binary,invariant,non_spatial,False,False,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes,Do Clips and Sponges co-occur in this frame? Please answer with yes or no.,yes
test,heico,2563206,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,no
test,heico,2563205,3a,binary,invariant,non_spatial,False,False,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes,Are all visible foreign objects in this frame of the same class? Please answer with yes or no.,yes
test,heico,2511958,1a,fo_class,invariant,non_spatial,False,False,Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge",Which combination of foreign object classes is visible in this frame? Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2524907,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Clip
test,heico,2524835,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,External drain
test,heico,2525039,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Needle
test,heico,2525193,1a,fo_class,invariant,non_spatial,False,False,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge,There is one surgical foreign object visible in the frame. What surgical foreign object is visible in this video frame? Please provide a class name.,Sponge
test,heico,2528826,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Clip
test,heico,2528872,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge",List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,"Clip, Sponge"
test,heico,2529080,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,External drain
test,heico,2529234,1a,fo_class,invariant,non_spatial,False,False,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle,List all foreign objects that are visible in this video frame. Please provide the class names or answer with none.,Needle
